"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Latitude","Leaf carbon content per dry mass","Longitude","Plant developmental status / plant age / maturity / plant life stage","Stomata conductance to water vapour per leaf area","Stomata density","Stomata length"
"14","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"201.9076795",NA
"15","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"208.8700132",NA
"16","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9830119",NA
"17","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"250.6440159",NA
"18","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0206781",NA
"19","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"292.4180185",NA
"20","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.5686834",NA
"21","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"257.6063496",NA
"22","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.5686834",NA
"23","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.5686834",NA
"24","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.5686834",NA
"25","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"257.6063496",NA
"26","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"313.3050198",NA
"27","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"292.4180185",NA
"28","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.0960106",NA
"29","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.171343",NA
"30","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2843417",NA
"31","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"215.832347",NA
"32","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0206781",NA
"33","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9830119",NA
"34","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0583444",NA
"35","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2466755",NA
"36","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.0960106",NA
"37","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2090093",NA
"38","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.171343",NA
"39","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"125.3220079",NA
"40","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0206781",NA
"41","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.0960106",NA
"42","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2843417",NA
"43","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2843417",NA
"44","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.0960106",NA
"45","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2090093",NA
"46","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2466755",NA
"47","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"118.3596742",NA
"48","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2843417",NA
"49","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"50","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"51","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"201.9136119",NA
"52","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"53","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"54","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"55","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"56","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"57","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"58","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"59","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"60","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"61","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"62","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"63","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"64","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"65","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"66","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"67","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"68","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"69","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"70","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"71","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"208.8761502",NA
"72","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"73","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"74","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"75","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"215.8386886",NA
"76","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"243.6888419",NA
"77","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"201.9136119",NA
"78","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"79","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"80","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"81","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"125.3256901",NA
"82","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"83","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"84","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"85","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"86","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"125.3256901",NA
"87","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"88","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"89","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"125.3256901",NA
"90","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"125.3256901",NA
"91","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"92","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"93","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"94","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"95","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
"96","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"118.3631518",NA
"97","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"98","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"99","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"100","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"101","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"102","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"103","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"104","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2882285",NA
"105","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"104.4380751",NA
"106","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"107","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"108","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"104.4380751",NA
"109","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"110","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"111","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"132.2882285",NA
"112","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"113","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"114","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"115","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"116","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"117","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"118","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"119","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"120","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"121","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"122","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"123","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"124","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"125","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"126","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"127","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"128","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"129","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"187.9885352",NA
"130","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"153.1758435",NA
"131","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"146.2133052",NA
"132","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"201.9136119",NA
"133","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"134","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"194.9510735",NA
"135","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"136","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"167.1009202",NA
"137","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"160.1383818",NA
"138","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"174.0634585",NA
"139","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"285.464072",NA
"140","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"285.464072",NA
"141","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"334.2018404",NA
"142","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"306.351687",NA
"143","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"299.3891487",NA
"144","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"271.5389953",NA
"145","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"236.7263036",NA
"146","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"299.3891487",NA
"147","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.576457",NA
"148","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"181.0259969",NA
"149","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"229.7637653",NA
"150","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"271.5389953",NA
"151","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"271.5389953",NA
"152","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.576457",NA
"153","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"264.576457",NA
"154","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"292.4266103",NA
"155","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"306.351687",NA
"156","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"250.6513803",NA
"157","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"158","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"159","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"111.4006135",NA
"160","Verheyen","Kris",217,"Canopy Traits for Temperate Tree Species Under High N-Deposition","Betula pendula","50.97",NA,"-3.82","juvenil (3 years)",NA,"139.2507668",NA
