"LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Latitude","Longitude","Trait","value"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Quercus petraea Liebl.",1799497,"47","8","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Quercus pubescens Will.",1799496,"47","8","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Quercus rubra L.",1799498,"47","8","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","RIBES NIGRUM L.",1799522,"47","8","Plant height (unspecified if vegetative or reproductive)","80"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Ribes pauciflorum Turcz. Ex Pojarh.",1798571,"60","90","Plant height (unspecified if vegetative or reproductive)","80"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Robinia pseudoacacia L.",1799443,"47","8","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Sorbus aucuparia L.",1799811,"47","8","Plant height (unspecified if vegetative or reproductive)","300"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Spiraea latifolia Bork.",1796365,"58","-100","Plant height (unspecified if vegetative or reproductive)","80"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Syringa vulgaris L.",1799596,"47","8","Plant height (unspecified if vegetative or reproductive)","150"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Tilia cordata Miller",1799904,"46","8","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","Ulmus minor Mill. Syn campestris",1797925,"44","11","Plant height (unspecified if vegetative or reproductive)","1000"
"Schweingruber","Fritz",251,"The Xylem/Phloem Database","VITIS VINIFERA L.",1799925,"46","8","Plant height (unspecified if vegetative or reproductive)","300"
