PEP_ID,National_ID,LON,LAT,ALT,NAME
80,11341970,9.9,54.7167,25,Rabenholz
81,11342030,9.16667,54.7667,15,Schafflund
82,11342090,9.68333,54.7167,45,SÃ¶rup
83,11342110,9.31667,54.5667,9,Sollerup
84,11342170,9.73333,54.7333,25,Sterup (PH)
85,11342240,9.4,54.6667,25,Tarp
86,11342310,9.65,54.8,35,Unewatt
87,11342330,9.23333,54.7833,25,WallsbÃ_ll
88,11342340,9.33333,54.6833,25,Wanderup
89,11342360,9.51667,54.8,45,Wees
90,11342390,9.66667,54.8167,25,Westerholz
91,11351120,10.6667,53.6333,30,Alt MÃ¶lln
92,11351130,10.3167,53.5333,20,AumÃ_hle
93,11351240,10.6167,53.6,35,Breitenfelde
94,11351280,10.6333,53.4833,20,BÃ_chen
95,11351350,10.5667,53.6833,40,Duvensee
96,11351370,10.5333,53.55,45,Elmenhorst
97,11351500,10.75,53.8,15,GroÃŸ GrÃ¶nau
98,11351620,10.8167,53.5833,30,Hollenbek
99,11351700,10.9167,53.6667,40,Kittlitz b. Ratzeburg
100,11351820,10.6333,53.7833,10,Krummesse
101,11351840,10.6,53.6833,30,KÃ_hsen
102,11351900,10.5667,53.3667,35,Lauenburg
103,11351970,10.7,53.6167,30,MÃ¶lln
104,11352040,10.6167,53.6667,30,Panten
105,11352041,10.6167,53.65,50,Mannhagen
106,11352070,10.7833,53.7,35,Ratzeburg
107,11352100,10.6167,53.75,20,Rondeshagen
108,11352130,10.8167,53.65,40,Asendorf/Nordh.-Salem
109,11352140,10.5,53.7,55,Sandesneben
110,11352220,10.4833,53.5,40,Schwarzenbek
111,11352280,10.4833,53.7167,60,Steinhorst
112,11352330,10.55,53.45,35,Wangelau (Ph)
113,11352340,10.25,53.5,40,Wentorf
114,11352370,10.6167,53.45,20,Witzeeze
115,11361140,9.01667,54.5833,6,Almdorf
116,11361191,8.9,54.65,4,BÃ_ttjebÃ_ll
117,11361201,8.91667,54.6333,7,SterdebÃ_ll
118,11361210,8.96667,54.6167,10,Bredstedt
119,11361230,9.03333,54.6167,15,Drelsdorf
120,11361250,9.25,54.4,10,Fresendelf
121,11361300,9.01667,54.5333,10,Hattstedt (PH)
122,11361340,9.25,54.4167,8,HollbÃ_llhuus
123,11361390,9.05,54.4833,10,Husum/Nordsee
124,11361420,9.13333,54.6667,20,Joldelund
125,11361560,8.65,54.5167,3,Pellworm
126,11361620,9.18333,54.4,5,Schwabstedt (PH)
127,11361640,9.13333,54.5,15,Schwesing (PH)
128,11361641,9.15,54.5,18,Schwesing-Osterholz
129,11361650,9.03333,54.4667,1,Simonsberg
130,11361710,9.18333,54.5667,20,ViÃ¶l (PH)
131,11371140,8.86667,54.1333,3,BÃ_sum (PH)
132,11371170,9.25,54.3,5,Delve
133,11371280,9.08333,54.2,10,Heide
134,11371310,9.16667,54.2833,5,Hennstedt/Dithm.
135,11371340,8.9,54.1833,4,ReinsbÃ_ttel
136,11371410,9.18333,54.25,25,Linden/Holst.
137,11371590,8.93333,54.25,4,SchÃ_lp
138,11371660,9.26667,54.2167,10,Tellingstedt (PH)
139,11371710,9.08333,54.25,10,Weddingstedt (Ph)
140,11371750,8.91667,54.2167,2,Wesselburen (Ph)
141,11381150,11.2,54.4333,8,Burg auf Fehmarn
142,11381170,11.1,54.5,6,DÃ_nschendorf
143,11381171,11.05,54.5167,1,Fehmarn
144,11381180,11.0833,54.2333,8,Dahme/Holst.
145,11381190,10.9167,54.25,20,Damlos
146,11381211,10.9,54.3333,25,Gremersdorf-Techelwitz
147,11381240,11.0333,54.2333,1,Grube/Holst.
148,11381250,10.8333,54.25,55,Harmsdorf
150,11381300,11.05,54.1833,3,Kellenhusen
151,11381311,11.15,54.4667,8,Bisdorf
152,11381360,10.8167,54.1,10,Neustadt i. Holst.
153,11381370,10.9,54.3,15,Oldenburg i. Holst.
154,11381371,10.8833,54.2833,5,Oldenburg i. Holst.-LÃ_bbersdorf
155,11381400,10.8833,54.1333,25,Schashagen
156,11381401,10.85,54.1167,25,Schashagen-Merkendorf
157,11381410,10.75,54.1833,100,SchÃ¶nwalde am Bungsberg
158,11381421,10.7833,54.0833,25,Wintershagen
159,11381431,10.75,54.2667,100,HansÃ_hn
160,11391120,9.76667,53.7833,12,Barmstedt
161,11391130,9.76667,53.75,12,Bevern
162,11391190,9.8,53.7,13,Borstel-Hohenraden
163,11391210,9.75,53.7667,8,Bullenkuhlen (PH)
164,11391240,9.78333,53.7333,10,Ellerhoop
165,11391250,9.66667,53.7667,3,Elmshorn
166,11391270,9.98333,53.6833,30,Garstedt
167,11391300,9.85,53.6333,10,Halstenbek
168,11391320,9.6,53.6333,2,Haseldorf (PH)
169,11391330,9.91667,53.7,25,Hasloh
170,11391360,9.65,53.6667,10,Heist
171,11391460,9.78333,53.8167,7,Lutzhorn
172,11391500,9.8,53.6667,11,Pinneberg (PH)
173,11391520,9.88333,53.7333,13,Quickborn (Ph)
174,11391620,9.7,53.5833,15,Wedel (PH)
175,11411110,10.3333,54.15,40,Ascheberg
176,11411130,10.3167,54.4,8,Barsbek
177,11411171,10.6833,54.2833,55,KakÃ¶hl
178,11411201,10.4833,54.1167,55,Pfingstberg
179,11411240,10.0667,54.1833,25,BrÃ_gge
180,11411250,10.5333,54.2333,50,Dannau
181,11411281,10.2833,54.3333,20,TÃ¶kendorf
182,11411310,10.3833,54.3333,45,Fargau
183,11411330,10.0667,54.2333,40,Flintbek
184,11411340,10.5,54.3167,50,Giekau
185,11411390,10.1833,54.3667,12,Heikendorf
186,11411391,10.1833,54.3667,12,Kitzeberg
187,11411470,10.6667,54.2167,100,KirchnÃ_chel
188,11411490,10.2167,54.3167,15,Klausdorf
189,11411550,10.2167,54.4,15,Laboe
190,11411561,10.4667,54.2833,70,Bellin
191,11411600,10.5833,54.3,30,LÃ_tjenburg/Holst.
192,11411740,10.4167,54.1667,30,PlÃ¶n
193,11411770,10.3,54.3667,20,Prasdorf
194,11411790,10.2833,54.2333,25,Preetz/Holst.
195,11411810,10.2333,54.2833,25,Raisdorf
196,11411820,10.5167,54.2333,50,Rantzau
197,11411870,10.1667,54.2667,50,Kiel-RÃ¶nne
198,11411880,10.2,54.1,45,Ruhwinkel (PH)
199,11412041,10.1667,54.1167,45,Wankendorf-Obendorf
200,11412060,10.6,54.3333,10,Waterneverstorf
201,11421120,9.95,54.3167,20,Achterwehr
202,11421290,10.05,54.1667,35,Bordesholm
203,11421320,9.83333,54.3333,15,Bovenau
204,11421321,9.85,54.35,10,Osterrade
205,11421330,9.75,54.2,18,Brammer
206,11421370,9.66667,54.3167,10,BÃ_delsdorf
207,11421410,9.91667,54.25,35,Deutsch-Nienhof
208,11421460,9.55,54.25,10,Elsdorf
209,11421500,9.6,54.3,10,Fockbek
210,11421550,9.68333,54.0833,45,Grauel
211,11421600,9.51667,54.2333,15,Hamdorf b. Rendsburg
212,11421620,9.41667,54.1333,25,Hanerau-Hademarschen (Ph)
213,11421670,9.65,54.0833,60,Hohenwestedt
214,11421680,9.5,54.3,10,Hohn b. Rendsburg
215,11421740,9.66667,54.2333,6,Jevenstedt (PH)
216,11421840,9.7,54.05,20,Meezen
217,11421940,9.85,54.1667,30,Nortorf b. NeumÃ_nster
218,11422110,9.66667,54.3,10,Rendsburg (PH)
219,11422150,9.7,54.3167,13,Schacht-Audorf
220,11422160,9.48333,54.05,25,Schenefeld
221,11422170,9.98333,54.2667,25,Schierensee
222,11422260,9.46667,54.2833,15,Sophienhamm
223,11422331,9.43333,54.1167,25,Osterholzteich
224,11422350,9.55,54.1333,10,TodenbÃ_ttel
225,11422420,9.9,54.0833,19,Wasbek (PH)
226,11422430,10.05,54.1667,20,Wattenbek
227,11422450,9.65,54.2833,8,WesterrÃ¶nfeld (Ph)
228,11431110,9.95,54.6333,5,Arnis (PH)
229,11431140,9.56667,54.55,30,Berend
230,11431180,9.56667,54.6,35,BÃ¶klund
231,11431191,9.4,54.4167,5,NeubÃ¶rm
232,11431210,9.83333,54.6167,20,Boren
233,11431360,9.31667,54.3167,10,Erfde (PH)
234,11431390,9.6,54.5,10,Fahrdorf
235,11431400,9.08333,54.3667,2,Friedrichstadt/Eider
236,11431520,9.33333,54.45,5,Hollingstedt
237,11431550,9.51667,54.5833,20,Idstedt
238,11431570,9.4,54.55,11,JÃ_bek
239,11431580,9.93333,54.6667,18,Kappeln
240,11431650,9.51667,54.4167,15,Kropp
241,11431700,9.51667,54.55,20,LÃ_rschau
242,11431781,9.78333,54.6167,30,Kuhholz
243,11431860,9.61667,54.7,35,Satrup (PH)
244,11431900,9.56667,54.5167,18,Schleswig
245,11431950,9.38333,54.5167,15,Silberstedt
246,11431990,9.78333,54.6333,25,SÃ_derbrarup
247,11432010,9.21667,54.35,10,SÃ_derstapel
248,11432090,9.6,54.6333,40,Ãœlsby
249,11441140,9.88333,53.9167,10,Bramstedt
250,11441150,10.3,53.9333,40,Segeberg
251,11441200,10.0333,54.0167,55,Boostedt
252,11441210,10.2167,54.0667,40,BornhÃ¶ved
253,11441250,9.91667,53.7667,30,Ellerau
254,11441260,10.25,53.95,45,Fahrenkrug
255,11441300,10.0167,54.05,25,Gadeland
256,11441410,10.0667,53.9,30,Hartenholm (PH)
257,11441420,10.0833,53.9667,30,HeidmÃ_hlen
258,11441430,10,53.7833,35,Henstedt
259,11441460,9.96667,53.85,30,Kaltenkirchen
260,11441550,9.88333,53.8667,25,LentfÃ¶hrden
261,11441590,10.25,53.9833,40,NegernbÃ¶tel
262,11441610,10.3833,53.9,35,NeuengÃ¶rs
263,11441640,10.15,53.8167,40,Oering
264,11441660,10.5167,53.9333,65,Pronsdorf
265,11441670,10.1667,54.0167,45,Rickling
266,11441741,10.3667,54.0833,35,HornsmÃ_hlen
267,11441760,10.1,53.85,35,SievershÃ_tten
268,11441830,10.1167,53.85,25,Stuvenborn
269,11441860,10.3167,54.0333,40,Tensfeld
270,11441870,10.1667,53.9,35,Todesfelde
271,11441900,9.98333,53.7833,40,Ulzburg
272,11441910,10.2167,53.95,40,Wahlstedt
273,11441930,10.0833,53.7833,35,Wakendorf b. Henstedt-Ulzburg
274,11442000,10.2167,53.9333,45,Wittenborn (Ph)
275,11442110,9.88333,53.8667,31,Seedorf-Heidmoor
276,11442120,9.78333,53.9,25,MÃ¶nkloh
277,11451350,9.43333,53.7833,2,GlÃ_ckstadt (PH)
278,11451470,9.61667,53.8167,10,Horst
279,11451490,9.51667,53.9167,30,Itzehoe-Klosterforst
280,11451520,9.71667,53.95,20,Kellinghusen
281,11451580,9.48333,53.85,1,Krempe
282,11451640,9.56667,53.8833,4,LÃ_gerdorf
283,11451670,9.68333,54.0167,25,Lockstedt
284,11451680,9.61667,53.9667,15,Hohenlockstedt
285,11451960,9.26667,53.9,1,Sankt Margarethen
286,11451970,9.8,54.0167,40,Sarlhusen
287,11452090,9.36667,53.9167,5,Wilster (PH)
288,11461111,10.2833,53.6833,40,Beimoor
289,11461112,10.2,53.6667,50,Wulfsdorf
290,11461140,10.3833,53.8,15,Oldesloe
291,11461160,10.2667,53.7333,45,Bargteheide
292,11461210,10.2167,53.7,30,BÃ_nningstedt
293,11461270,10.05,53.7,30,GlashÃ_tte/Holst.
294,11461340,10.2833,53.6667,45,GroÃŸhansdorf
295,11461400,10.0167,53.7,40,Harksheide
296,11461410,10.4167,53.8667,45,Havighorst
297,11461570,10.35,53.7333,35,Lasbek-Gut
298,11461670,10.1667,53.5333,20,Oststeinbek
299,11461740,10.25,53.5167,35,Reinbek (Ph)
300,11461750,10.4833,53.8333,25,Reinfeld
301,11461840,10.3,53.6333,60,Siek
302,11461850,10.3833,53.6833,60,Schwedeneck-Sprenge
303,11461910,10.3333,53.8667,25,SÃ_hlen
304,11461970,10.4167,53.6167,30,Trittau
305,11461980,10.5,53.7833,40,Westerau
306,11462031,10.1667,53.7333,30,Wiemerskamp
307,11471110,9.28333,54.15,35,Albersdorf/Holst.
308,11471220,9.1,53.9,1,BrunsbÃ_ttel
309,11471260,9.26667,54,30,Burg/Dithmarschen
310,11471390,8.9,54.0167,2,Friedrichskoog/Dithm.
311,11471420,9.01667,53.9667,2,Helse
312,11471430,9.06667,54.15,10,Hemmingstedt
313,11471530,9.18333,54.0667,8,Krumstedt (PH)
314,11471580,9.01667,53.95,2,Marne
315,11471610,9.06667,54.1,4,Meldorf (PH)
316,11471640,9.11667,54.0833,15,Nindorf
317,11471770,9.11667,53.9833,20,Sankt Michaelisdonn
318,11471790,9.3,54.0667,10,Schafstedt
319,11471851,9,54.1667,2,WÃ¶hrden
320,11471890,9.08333,53.9667,1,Volsemenhusen
321,11471900,9.15,53.95,1,Eddelak
322,11481210,8.73333,54.7333,2,DagebÃ_ll (PH)
323,11481320,9.15,54.8167,20,Holt
324,11481430,8.96667,54.75,12,Klintum
325,11481470,8.95,54.7833,5,Leck (PH)
326,11481530,9.18333,54.8167,30,Medelby
327,11481570,8.73333,54.8667,3,Neukirchen b. NiebÃ_ll
328,11481590,8.81667,54.8,2,NiebÃ_ll (PH)
329,11481620,8.41667,54.75,3,Oldsum
330,11481630,9.21667,54.8,18,Osterby
331,11481780,8.33333,54.9,9,Tinnum
332,11481850,8.31667,54.9,12,SyltWesterland
333,11481920,8.56667,54.6833,8,Wyk auf FÃ¶hr
334,20000000,10.1833,53.65,40,Hamburg-Volksdorf
335,20000001,10.2333,53.4833,25,Hamburg-Bergedorf
336,20000002,9.76667,53.5833,15,Hamburg-Rissen
337,20000003,10.0333,53.6667,25,Hamburg-Langenhorn
338,20000004,10,53.5167,2,Hamburg-Wilhelmsburg
339,20000005,10.05,53.55,3,Hamburg-Hamm
340,20000006,10.1,53.7,30,Hamburg-Duvenstedt
341,20000007,9.96667,53.4333,40,Hamburg-Marmstorf
342,20000008,9.98333,53.5667,13,Hamburg (Botanischer Garten)
343,20000009,10.0167,53.6,10,Hamburg-Alsterdorf
344,20000010,9.98333,53.45,20,Hamburg-Harburg
345,20000012,9.9,53.5667,30,Hamburg-Bahrenfeld
346,20000013,10.2833,53.4333,4,Hamburg-Altengamme
347,20000014,9.88333,53.5667,30,Hamburg-Flottbek
348,20000015,10,53.55,10,Hamburg-LombardsbrÃ_cke
349,20000016,10.1833,53.6,40,Hamburg-Rahlstedt
350,31110000,9.36667,52.1,65,Hameln (PH)
352,31120002,9.7,52.3667,63,Hannover-Linden
353,31120003,9.7,52.3833,50,Hannover-Herrenhausen (Ph)
354,31311170,8.5,52.7,35,Barnstorf
355,31311180,8.6,52.6333,35,Barver
356,31311200,8.53333,52.7667,40,Bockstedt
357,31311240,8.36667,52.6,35,Diepholz (Kerngemeinde)
358,31311340,8.38333,52.6333,35,Diepholz-Heede
359,31311350,8.51667,52.6,45,Hemsloh
360,31311390,8.75,52.7667,55,Cantrup
361,31311391,8.71667,52.7833,55,GÃ¶ddern
362,31311400,8.83333,52.6,40,Kirchdorf b. Sulingen
363,31311480,8.83333,52.75,55,Mellinghausen
364,31311600,8.48333,52.6,45,Rehden
365,31311631,8.66667,52.7333,50,Hotzfelde
366,31311700,8.7,52.5167,35,StrÃ¶hen
367,31311710,8.83333,52.8,55,Sudwalde
368,31311720,8.8,52.6833,45,Sulingen (PH)
369,31311730,8.73333,52.6167,40,Varrel
370,31311750,8.58333,52.55,40,Wagenfeld
371,31321160,9,52.7833,50,Asendorf
372,31321180,8.73333,52.85,40,Bassum (PH)
373,31321250,9.13333,52.7833,19,BÃ_cken
374,31321281,9.05,52.9667,10,Colnrade-Holtorf
375,31321360,9.21667,52.7833,20,Eystrup
376,31321440,8.61667,52.95,20,GroÃŸ Ippener (PH)
377,31321510,8.58333,52.9,35,Harpstedt
378,31321551,8.63333,52.7667,50,Borwede
379,31321560,8.7,52.9833,14,Heiligenrode
380,31321710,9.03333,52.8667,12,Kleinenborstel
381,31321760,8.81667,52.9833,11,Leeste
382,31321930,8.5,52.8667,40,Reckum
383,31322010,9.03333,52.9,10,Schwarme (PH)
384,31322090,8.81667,52.9167,40,Syke
385,31322140,8.9,52.8667,25,Wachendorf
386,31322190,9.18333,52.85,15,Wienbergen
387,31331320,9.15,52.1167,330,Goldbeck
388,31331400,9.25,52.1667,65,Hessisch Oldendorf (PH)
389,31331440,9.36667,52.3667,55,Hohnhorst
390,31331520,9.11667,52.25,180,Krainhagen
391,31331610,9.15,52.2833,120,Obernkirchen
392,31331740,9.08333,52.2,55,Rinteln
393,31331750,9.36667,52.3167,110,Rodenberg
394,31331780,9.15,52.2333,125,Rolfshagen
395,31331810,9.2,52.2,120,Schaumburg
396,31331910,9.41667,52.35,70,Waltringhausen
397,31341120,9.41667,52.1,75,Afferde
398,31341240,9.55,52.1167,150,CoppenbrÃ_gge
399,31341280,9.58333,52.1333,150,DÃ¶rpe
400,31341371,9.31667,52.1,220,Riepenburg
401,31341490,9.25,52.1333,80,Hemeringen
402,31341590,9.26667,52.0667,110,KÃ¶nigsfÃ¶rde
403,31341591,9.25,52.0667,120,SchwÃ¶bber
404,31341620,9.56667,52.0833,160,Salzhemmendorf-Lauenstein (PH)
405,31341750,9.25,51.9833,100,Pyrmont
406,31341780,9.58333,52.0667,140,Salzhemmendorf  (PH)
407,31341820,9.36667,52.0667,75,TÃ_ndern
408,31341870,9.66667,52.0333,190,Weenzen
409,31351110,9.65,52.3833,55,Ahlem
410,31351130,9.85,52.3667,65,Hannover-Anderten
411,31351150,9.73333,52.3,60,Arnum
412,31351160,9.41667,52.3333,110,Bantorf
413,31351290,9.65,52.45,55,Engelbostel
414,31351320,9.6,52.3,70,Gehrden
415,31351490,9.5,52.3,96,Barsinghausen-Kirchdorf
416,31351530,9.8,52.3167,60,Laatzen b. Hannover
417,31351531,9.8,52.3,60,Laatzen b. Hannover-Grasdorf
418,31351550,9.73333,52.45,50,Langenhagen/Han.
419,31351600,9.63333,52.4,50,Seelze-Letter
420,31351640,9.85,52.4,60,Misburg
421,31351730,9.66667,52.3167,80,Ronnenberg
422,31351740,9.66667,52.45,55,Schulenburg
423,31351750,9.6,52.4,45,Seelze
424,31361240,9.41667,52.55,45,Eilvese
425,31361320,9.6,52.6,30,Helstorf
426,31361340,9.35,52.3833,50,Idensen
427,31361360,9.45,52.4,50,Kolenfeld
428,31361380,9.43333,52.7167,25,Steimbke-Lichtenhorst
429,31361490,9.45,52.5,40,Neustadt a. RÃ_benberge
430,31361520,9.58333,52.45,50,Osterwald
431,31361540,9.51667,52.5167,40,Otternhagen
432,31361680,9.43333,52.4333,45,Wunstorf (PH)
433,31371110,9.31667,52.7333,25,Heemsen-Anderten
434,31371151,9.13333,52.7167,50,Dolldorf
435,31371190,9.3,52.5667,60,Bolsehle
436,31371200,8.96667,52.6667,45,Borstel
437,31371330,9.25,52.6667,25,Erichshagen
438,31371440,9.26667,52.7,25,Heemsen
439,31371490,9.23333,52.6833,25,Nienburg/Weser-Holtorf
440,31371570,9.13333,52.5667,30,Landesbergen
441,31371580,9.25,52.6167,30,Langendamm
442,31371590,8.75,52.4167,50,Diepenau-Lavelsloh
443,31371630,9.08333,52.6,30,Liebenau
444,31371650,9.15,52.45,60,Rehburg-Loccum (Ph)
445,31371670,9.16667,52.6667,40,Marklohe
446,31371690,9.18333,52.45,80,MÃ_nchehagen
447,31371710,8.98333,52.5,35,Nendorf
448,31371720,9.21667,52.65,30,Nienburg/Weser
449,31371770,9.21667,52.4333,70,Rehburg
450,31371790,9.25,52.7167,25,Rohrsen
451,31371881,9,52.7167,55,Harbergen
452,31371890,9.38333,52.6667,35,Steimbke  (PH)
453,31371940,8.9,52.5,40,Uchte (PH)
454,31371960,8.85,52.45,50,Warmsen
455,31372000,9.11667,52.4,65,Wiedensahl
456,31381120,9.1,52.2667,75,Ahnsen
457,31381180,9.05,52.2667,70,BÃ_ckeburg (PH)
458,31381200,9.1,52.2333,70,Eilsen
459,31381210,9.16667,52.3167,70,Enzen
460,31381250,9.4,52.45,45,GroÃŸenheidorn
461,31381280,9.11667,52.2333,80,Heessen
462,31381410,9.28333,52.35,60,Lindhorst
463,31381530,9.18333,52.3667,55,Pollhagen
464,31381620,9.2,52.3333,80,Stadthagen (PH)
465,31381630,9.15,52.2167,100,Steinbergen
466,31381740,9.26667,52.4333,50,WiedenbrÃ_gge
467,31391160,9.4,52.2167,160,Bakede (PH)
468,31391240,9.66667,52.1667,90,Eldagsen
469,31391260,9.43333,52.1667,125,Flegessen
470,31391270,9.71667,52.2167,100,Gestorf
471,31391370,9.38333,52.2833,90,Lauenau
472,31391420,9.65,52.2167,95,Mittelrode
473,31391430,9.46667,52.2,140,MÃ_nder
474,31391460,9.45,52.25,180,Nienstedt
475,31391480,9.76667,52.2667,70,Pattensen
476,31391490,9.35,52.2667,95,Pohle
477,31391560,9.55,52.2167,105,Springe/Deister
478,31391580,9.63333,52.2167,110,VÃ¶lksen
479,31391600,9.73333,52.15,80,Elze-WÃ_lfingen
480,32110000,9.93333,51.5333,150,GÃ¶ttingen
481,32110001,9.95,51.5333,190,GÃ¶ttingen-SchlÃ¶zerweg
482,32120000,9.95,52.15,100,Hildesheim (PH)
483,32311110,9.93333,52,200,Adenstedt b. Alfeld
484,32311120,9.81667,51.9833,90,Alfeld (Ph)
485,32311240,9.7,52.0167,210,Duingen
486,32311250,9.71667,52.0667,120,Dunsen
487,32311340,9.91667,51.95,160,Everode
488,32311420,9.78333,52.0833,80,Gronau/Leine
489,32311530,10.0167,51.9667,200,Lamspringe (PH)
490,32311590,9.7,52.1167,95,Mehle
491,32311780,9.78333,51.9833,160,Warzen
492,32311830,9.85,51.95,100,Wispenstein
493,32321120,10.1667,51.6333,150,Bilshausen
494,32321160,10.2,51.5333,200,Desingerode
495,32321220,10.2167,51.6167,160,Gieboldehausen
496,32321230,10.3167,51.5667,170,Hilkerode
497,32321280,10.25,51.5333,180,Mingerode
498,32321290,10.1833,51.5,210,NesselrÃ¶den
499,32321300,10.2333,51.5667,170,Obernfeld
500,32321320,10.3,51.5833,160,Rhumspringe
501,32321400,10.1667,51.5833,170,Wollbrandshausen
502,32331150,9.7,51.8,160,Dassel/Solling
503,32331250,9.95,51.7333,110,Hollenstedt
504,32331310,9.86667,51.8167,110,Einbeck (PH)
505,32331350,9.76667,51.7667,180,Lauenberg
506,32331490,9.78333,51.8333,160,Vardeilsen
507,32341350,10.05,51.4667,250,Gelliehausen
508,32341400,9.93333,51.4333,190,GroÃŸ Schneen
509,32341700,10,51.6167,220,Reyershausen
510,32341790,9.85,51.4667,225,Volkerode
511,32341800,10.0667,51.55,260,Waake
512,32351240,10.1333,52.0167,120,Bockenem
513,32351250,10,52.0333,140,Bodenburg
514,32351310,10.0167,52.0667,140,Detfurth
515,32351320,9.91667,52.1,120,Diekholzen
516,32351350,10,52.1,90,Egenstedt
517,32351440,10.1667,52.1,100,Holle b. Hildesheim-Grasdorf
518,32351490,10.2,52.1833,100,GroÃŸ Himstedt
519,32351520,10.1167,51.95,130,GroÃŸ RhÃ_den
520,32351580,10.0333,52.1,100,Heinde
521,32351640,10.1667,52.2167,90,Hoheneggelsen
522,32351650,10.15,52.0833,110,Holle b. Hildesheim
523,32351910,9.88333,52.2833,75,Oesselse
524,32351970,9.85,52.2333,65,Sarstedt (PH)
525,32352120,10.0667,52.1333,140,Wendhausen
526,32361150,9.51667,51.9833,75,Bodenwerder
527,32361270,9.43333,51.7,260,Derental
528,32361280,9.61667,51.9667,140,Dielmissen
529,32361330,9.65,51.9333,190,Eschershausen
530,32361350,9.4,51.7333,190,FÃ_rstenberg/Weser
